CC22_320a,numchildren,CC22_300d_3,CC22_300d_1,CC22_300d_4,CC22_300d_6,CC22_300d_5,CC22_300d_2,CC22_309f,hispanic,CC22_300b_7,CC22_302,pew_religimp,faminc_new,CC22_327a,transgender,urbancity,employ,CC22_360,CC22_300b_8,gender4,CC22_303,CC22_300b_2,ideo5,gunown,sexuality,CC22_300b_6,CC22_309e,marstat,CC22_300b_4,CC22_320b,CC22_304,CC22_320c,industry,educ,race,CC22_300b_1,CC22_333,religpew,CC22_300b_3,presvote20post,presvote16post,CC22_300b_5,CC22_306,investor
1,2.02112554482792,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,1,2.0,1.0,2.0,2,2.0,2.0,3,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,10.0,4,2,1.0,1.0,1,1.0,1.0,1.0,2.0,1.0,2.0
1,3.5531698971955636,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,6.0,1.0,2.0,1,7.0,2.0,2.0,2,3.0,1.0,2,3.0,4.0,2.0,3.0,5.0,1.0,4.0,1.0,3.0,16.0,4,1,2.0,3.0,1,1.0,1.0,1.0,2.0,1.0,2.0
0,3.672174848872727,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,12.0,1.0,2.0,1,1.0,2.0,2.0,2,3.0,2.0,6,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,10.0,3,1,1.0,3.0,12,2.0,1.0,1.0,2.0,1.0,2.0
0,2.6507999458007845,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4,6.0,2.0,2.0,2,3.0,2.0,6,1.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,3.0,7.0,4,2,1.0,1.0,12,1.0,1.0,7.0,1.0,2.0,2.0
1,3.245028625209999,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,6.0,1.0,2.0,2,6.0,3.0,2.0,2,3.0,1.0,3,3.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,16.0,4,2,2.0,2.0,1,2.0,1.0,1.0,2.0,1.0,2.0
1,2.3438203373221946,2.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,6.0,3.0,97.0,1.0,2.0,1,6.0,2.0,2.0,2,3.0,2.0,2,3.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,8.0,2,1,1.0,3.0,1,1.0,1.0,1.0,2.0,4.0,2.0
1,1.4078590749697963,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,1,1.0,2.0,2.0,2,2.0,2.0,3,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,12.0,5,8,2.0,2.0,12,2.0,1.0,1.0,2.0,2.0,2.0
1,1.5089508581530393,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,1,5.0,2.0,2.0,1,3.0,1.0,2,3.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,10.0,4,2,2.0,1.0,11,2.0,1.0,1.0,1.0,2.0,2.0
1,2.070173916003087,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,6.0,2.0,3.0,1.0,2.0,1,1.0,2.0,2.0,1,3.0,1.0,3,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,10.0,2,1,1.0,1.0,1,1.0,1.0,1.0,2.0,1.0,2.0
1,1.746995737209296,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,3,1.0,2.0,2.0,2,3.0,1.0,6,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,12.0,4,1,2.0,1.0,2,1.0,1.0,7.0,2.0,1.0,2.0
1,1.3715676975284927,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1.0,2.0,2.0,2,2.0,1.0,2,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,8.0,2,4,2.0,1.0,1,1.0,1.0,1.0,2.0,1.0,2.0
0,2.556056817382258,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,1,1.0,2.0,2.0,2,3.0,1.0,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,10.0,4,2,1.0,4.0,1,1.0,1.0,1.0,2.0,1.0,2.0
0,0.6058160477577172,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,7.0,1.0,2.0,1,4.0,1.0,2.0,2,2.0,2.0,3,3.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,5.0,17.0,3,2,2.0,3.0,12,2.0,1.0,7.0,2.0,1.0,1.0
0,1.7234550004553033,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,7.0,1.0,2.0,3,1.0,4.0,2.0,2,5.0,1.0,3,3.0,1.0,2.0,2.0,5.0,1.0,4.0,1.0,3.0,12.0,3,2,1.0,1.0,1,1.0,1.0,1.0,2.0,1.0,2.0
1,0.16327338230394206,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,5.0,1.0,2.0,3,5.0,2.0,2.0,2,3.0,1.0,4,3.0,1.0,2.0,3.0,5.0,2.0,5.0,1.0,2.0,6.0,2,2,1.0,1.0,1,2.0,6.0,1.0,2.0,1.0,1.0
1,0.5478866796866895,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,2,5.0,2.0,2.0,2,3.0,1.0,3,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,10.0,3,2,1.0,2.0,11,2.0,1.0,1.0,2.0,1.0,2.0
0,0.6135072298793527,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,6.0,1.0,2.0,1,1.0,2.0,2.0,1,3.0,1.0,2,1.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,9.0,2,1,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0
1,2.2451813485958265,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,1,1.0,2.0,2.0,2,3.0,1.0,3,3.0,6.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,12.0,2,2,1.0,2.0,2,1.0,1.0,1.0,1.0,1.0,2.0
1,2.3365808155091705,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,7.0,1.0,2.0,2,5.0,2.0,2.0,2,3.0,1.0,2,3.0,1.0,1.0,2.0,5.0,1.0,4.0,1.0,4.0,10.0,3,2,2.0,3.0,1,2.0,1.0,1.0,2.0,2.0,1.0
0,0.9735829821574857,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,5.0,1.0,2.0,2,6.0,2.0,2.0,1,5.0,1.0,4,1.0,1.0,2.0,4.0,5.0,2.0,2.0,1.0,4.0,8.0,4,2,1.0,1.0,11,1.0,1.0,7.0,2.0,4.0,2.0
0,1.5718300547735495,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,12.0,1.0,2.0,4,6.0,1.0,2.0,1,3.0,1.0,3,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,10.0,3,2,1.0,2.0,2,2.0,1.0,1.0,2.0,2.0,1.0
1,1.5118483101069111,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,9.0,1.0,2.0,1,5.0,2.0,2.0,1,3.0,1.0,3,3.0,1.0,2.0,2.0,5.0,1.0,3.0,2.0,3.0,8.0,3,1,1.0,1.0,1,2.0,1.0,1.0,2.0,1.0,2.0
1,1.4289952787565343,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4,1.0,2.0,2.0,1,3.0,1.0,3,3.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,17.0,2,1,1.0,2.0,1,1.0,1.0,1.0,2.0,2.0,2.0
1,2.345440119870162,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,6.0,1.0,2.0,1,6.0,2.0,2.0,2,3.0,2.0,2,3.0,1.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,8.0,4,2,1.0,2.0,2,2.0,1.0,7.0,2.0,2.0,2.0
1,4.980116609450237,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,8.0,1.0,2.0,2,6.0,2.0,2.0,1,3.0,1.0,3,3.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,16.0,3,1,2.0,5.0,1,1.0,1.0,1.0,2.0,1.0,2.0
0,3.958919109254032,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,13.0,2.0,2.0,4,6.0,2.0,2.0,2,2.0,1.0,4,3.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,10.0,4,1,1.0,1.0,11,1.0,1.0,7.0,2.0,1.0,2.0
1,3.836133245207917,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,97.0,1.0,1.0,4,1.0,1.0,2.0,2,2.0,1.0,2,3.0,1.0,1.0,3.0,5.0,2.0,4.0,1.0,2.0,12.0,4,2,1.0,1.0,12,1.0,1.0,4.0,2.0,2.0,2.0
0,3.838509361034232,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,8.0,1.0,2.0,2,6.0,2.0,2.0,2,3.0,2.0,2,8.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,6.0,2,1,1.0,1.0,11,1.0,1.0,1.0,2.0,1.0,2.0
1,3.330187656418131,2.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,1,4.0,2.0,2.0,1,3.0,1.0,2,3.0,1.0,1.0,3.0,5.0,2.0,4.0,1.0,1.0,8.0,6,2,1.0,1.0,11,2.0,1.0,7.0,2.0,3.0,2.0
0,2.0813566894638136,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,1,5.0,2.0,2.0,2,2.0,2.0,3,3.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,7.0,5,2,2.0,2.0,12,1.0,1.0,1.0,2.0,1.0,1.0
1,1.8713664629645694,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,6.0,1.0,2.0,1.0,2.0,1,5.0,2.0,2.0,2,4.0,2.0,1,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,12.0,3,2,1.0,3.0,11,2.0,1.0,1.0,2.0,1.0,2.0
1,2.0134502344636593,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,2,1.0,2.0,2.0,1,3.0,1.0,2,2.0,1.0,1.0,4.0,6.0,1.0,4.0,2.0,3.0,8.0,5,2,1.0,1.0,2,2.0,6.0,1.0,2.0,1.0,2.0
0,1.4849515369455584,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3,7.0,2.0,2.0,1,2.0,2.0,3,3.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,8.0,2,2,1.0,2.0,1,1.0,1.0,1.0,2.0,1.0,1.0
0,2.402545022067192,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4,1.0,2.0,2.0,2,2.0,2.0,3,8.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,6.0,3,2,2.0,1.0,12,2.0,1.0,1.0,2.0,1.0,2.0
0,1.695862412944035,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1,4.0,2.0,2.0,1,3.0,2.0,2,3.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,6.0,4,2,1.0,1.0,12,2.0,1.0,7.0,1.0,1.0,2.0
1,1.8069463971767508,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,97.0,1.0,2.0,1,5.0,2.0,2.0,1,2.0,2.0,2,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,17.0,6,2,1.0,1.0,12,2.0,1.0,7.0,2.0,1.0,2.0
0,3.391589520031312,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,10.0,1.0,2.0,2,1.0,2.0,2.0,2,3.0,1.0,3,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,6.0,4,1,1.0,1.0,11,1.0,1.0,1.0,2.0,1.0,2.0
1,0.8601863498402571,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,97.0,1.0,2.0,2,1.0,2.0,2.0,1,3.0,2.0,2,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0,13.0,2,1,2.0,1.0,1,1.0,1.0,1.0,2.0,2.0,1.0
1,1.9709724882134554,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,3.0,5.0,2.0,2.0,1,6.0,2.0,2.0,1,3.0,1.0,2,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,7.0,3,1,1.0,1.0,2,2.0,1.0,1.0,2.0,1.0,1.0
0,1.676991740952039,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,1.0,2.0,2,5.0,2.0,2.0,2,3.0,1.0,3,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,8.0,4,1,2.0,1.0,2,2.0,1.0,1.0,2.0,1.0,2.0
1,2.6058265831923415,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,9.0,1.0,2.0,1,5.0,2.0,2.0,1,3.0,2.0,3,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,12.0,5,1,2.0,1.0,1,1.0,1.0,1.0,2.0,1.0,2.0
1,2.0473713515179273,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,11.0,1.0,2.0,1,4.0,2.0,2.0,1,3.0,1.0,3,3.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,5.0,7.0,6,1,1.0,1.0,7,1.0,1.0,1.0,2.0,1.0,2.0
1,1.5933998867318726,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,1.0,2.0,1,5.0,2.0,2.0,2,3.0,2.0,3,3.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3,1,1.0,3.0,1,1.0,1.0,1.0,1.0,1.0,2.0
1,2.1427143815675898,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,12.0,1.0,2.0,1,5.0,2.0,1.0,2,3.0,1.0,6,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,12.0,6,1,2.0,1.0,1,1.0,1.0,5.0,2.0,1.0,1.0
0,2.5047695043656764,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,12.0,1.0,2.0,4,1.0,2.0,2.0,2,3.0,1.0,1,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,16.0,6,1,1.0,1.0,11,2.0,1.0,1.0,2.0,1.0,1.0
0,1.0933997600572325,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,2,1.0,2.0,2.0,1,3.0,2.0,1,3.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0,7.0,5,1,2.0,1.0,2,2.0,1.0,1.0,2.0,1.0,1.0
0,1.5795255507796058,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,12.0,1.0,2.0,3,5.0,2.0,2.0,2,3.0,1.0,1,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,8.0,3,1,2.0,1.0,1,1.0,1.0,1.0,2.0,1.0,1.0
1,1.5556808899467114,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,13.0,1.0,2.0,1,1.0,2.0,2.0,1,3.0,2.0,2,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,15.0,6,1,2.0,1.0,1,1.0,1.0,1.0,2.0,1.0,2.0
1,2.151938391677752,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,6.0,3.0,97.0,1.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,3,3.0,1.0,1.0,3.0,5.0,1.0,4.0,2.0,3.0,6.0,4,1,2.0,3.0,1,2.0,1.0,1.0,2.0,1.0,1.0
1,3.024192474621297,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,3,1.0,2.0,2.0,1,3.0,2.0,3,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,8.0,6,1,1.0,1.0,1,1.0,1.0,1.0,2.0,1.0,2.0
0,3.2667274242808775,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,8.0,1.0,2.0,1,1.0,2.0,2.0,2,2.0,1.0,1,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,4.0,3.0,6,1,1.0,1.0,2,2.0,1.0,1.0,2.0,1.0,1.0
1,0.9028614770028811,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,1.0,2.0,2,5.0,2.0,2.0,2,3.0,1.0,3,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,7.0,3,1,2.0,1.0,1,1.0,1.0,1.0,2.0,1.0,2.0
0,1.9468721055655804,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,11.0,1.0,2.0,1,5.0,2.0,2.0,2,1.0,1.0,1,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,8.0,6,1,2.0,1.0,2,1.0,1.0,1.0,2.0,1.0,1.0
1,0.22859925291582295,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,14.0,1.0,2.0,1,5.0,2.0,2.0,1,3.0,2.0,2,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,7.0,6,1,1.0,1.0,12,2.0,1.0,1.0,2.0,1.0,1.0
0,0.9844467034984454,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,9.0,1.0,2.0,3,5.0,2.0,2.0,2,1.0,2.0,3,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,7.0,3,1,2.0,1.0,12,2.0,1.0,1.0,2.0,1.0,2.0
1,2.839344701994378,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,7.0,1.0,2.0,2,1.0,2.0,2.0,2,3.0,2.0,3,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,7.0,3,1,2.0,1.0,2,2.0,1.0,1.0,2.0,1.0,1.0
0,1.1474160554803516,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0,1.0,2.0,2,1.0,2.0,2.0,2,2.0,1.0,2,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,6.0,6,1,2.0,1.0,5,1.0,1.0,2.0,2.0,1.0,1.0
1,0.9597546090993434,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,6.0,1.0,8.0,1.0,2.0,3,1.0,2.0,2.0,2,2.0,1.0,2,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,17.0,6,1,2.0,1.0,2,2.0,1.0,7.0,2.0,1.0,1.0
1,2.2526015521055904,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,12.0,1.0,2.0,1,5.0,2.0,2.0,2,3.0,1.0,3,3.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,6.0,5,1,2.0,1.0,1,1.0,1.0,1.0,2.0,1.0,2.0
1,2.689127741900327,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,7.0,1.0,2.0,2,1.0,2.0,2.0,1,2.0,2.0,3,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,10.0,3,1,2.0,1.0,1,2.0,1.0,1.0,2.0,1.0,2.0
1,1.9136055246227155,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,10.0,2.0,2.0,2,2.0,2.0,2.0,1,3.0,1.0,2,3.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,4.0,10.0,6,1,1.0,1.0,2,1.0,1.0,1.0,2.0,1.0,1.0
1,2.441062479783306,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,9.0,1.0,2.0,2,9.0,2.0,2.0,1,3.0,1.0,2,2.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,3.0,1.0,6,1,1.0,1.0,2,1.0,1.0,1.0,2.0,1.0,1.0
0,1.6739201750161778,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,6.0,1.0,2.0,2,1.0,1.0,2.0,2,3.0,1.0,2,3.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,17.0,1,1,2.0,1.0,1,2.0,1.0,1.0,2.0,1.0,1.0
0,3.433879441715379,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,8.0,1.0,2.0,3,5.0,3.0,2.0,2,2.0,1.0,3,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,6.0,5,1,2.0,1.0,12,1.0,1.0,1.0,2.0,1.0,1.0
0,2.5582654432502325,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,1.0,9.0,1.0,2.0,4,1.0,2.0,2.0,1,2.0,1.0,2,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,12.0,6,1,1.0,1.0,1,2.0,1.0,7.0,2.0,1.0,1.0
0,2.9997293809025036,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,15.0,1.0,2.0,1,5.0,2.0,2.0,2,3.0,2.0,1,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,14.0,6,1,2.0,1.0,3,2.0,1.0,1.0,2.0,1.0,2.0
1,2.3327528133671045,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,2.0,4,1.0,2.0,2.0,2,2.0,1.0,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,10.0,6,1,1.0,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0359943659097404,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,5.0,1.0,2.0,1,2.0,2.0,2.0,1,3.0,2.0,3,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,14.0,2,1,1.0,1.0,7,1.0,1.0,1.0,2.0,1.0,1.0
0,2.0218054488416364,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,3,5.0,2.0,1.0,2,3.0,2.0,1,3.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,4.0,6.0,3,1,1.0,1.0,1,1.0,1.0,1.0,2.0,1.0,2.0
0,2.670242471582257,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,11.0,2.0,2.0,3,5.0,2.0,2.0,2,4.0,1.0,3,3.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,12.0,5,2,2.0,1.0,1,1.0,1.0,1.0,2.0,1.0,2.0
1,1.5959060965031284,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,8.0,1.0,2.0,2,4.0,2.0,2.0,1,2.0,2.0,2,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,3,1,2.0,1.0,1,2.0,1.0,1.0,2.0,1.0,2.0
1,2.329456425794681,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,12.0,2.0,2.0,3,5.0,2.0,2.0,1,2.0,2.0,2,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,2,1,2.0,1.0,1,2.0,1.0,1.0,2.0,1.0,1.0
1,1.3765604251990642,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,97.0,1.0,2.0,2,1.0,2.0,2.0,2,2.0,2.0,1,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,8.0,6,1,1.0,1.0,1,2.0,1.0,1.0,2.0,1.0,1.0
0,2.010263844941896,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,10.0,1.0,2.0,2,1.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,7.0,6,1,2.0,1.0,1,1.0,1.0,1.0,2.0,4.0,2.0
0,1.2353337725093354,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,10.0,1.0,2.0,2,5.0,2.0,2.0,1,3.0,2.0,1,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,14.0,3,1,1.0,1.0,12,1.0,1.0,1.0,2.0,1.0,1.0
0,2.4609271765195384,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,6.0,1.0,2.0,3,1.0,2.0,2.0,2,2.0,1.0,1,2.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,3.0,5.0,5,1,2.0,1.0,1,2.0,1.0,1.0,2.0,1.0,2.0
0,2.4267261867735743,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,11.0,2.0,2.0,2,5.0,2.0,2.0,2,3.0,1.0,3,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,4.0,7.0,3,1,2.0,1.0,1,1.0,1.0,1.0,2.0,1.0,1.0
0,1.6656671469806914,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,10.0,1.0,2.0,2,1.0,2.0,1.0,2,2.0,2.0,3,3.0,5.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,7.0,4,1,1.0,1.0,1,1.0,1.0,1.0,2.0,1.0,2.0
0,2.184524419366145,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1,1.0,2.0,2.0,2,3.0,2.0,3,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,10.0,3,1,2.0,1.0,2,1.0,1.0,1.0,2.0,1.0,1.0
1,1.1799868769791162,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,97.0,1.0,2.0,2,5.0,3.0,2.0,1,3.0,1.0,2,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,7.0,3,1,2.0,1.0,5,2.0,1.0,1.0,2.0,1.0,1.0
