investor,CC22_306,CC22_300b_5,CC22_300d_2,presvote16post,presvote20post,CC22_300b_3,CC22_300d_5,numchildren,religpew,CC22_333,CC22_300b_1,race,educ,industry,CC22_320c,CC22_304,CC22_320b,CC22_300b_4,marstat,CC22_309e,CC22_300d_6,CC22_300b_6,CC22_300d_4,sexuality,gunown,ideo5,CC22_300b_2,CC22_300d_1,CC22_320a,CC22_303,gender4,CC22_300b_8,CC22_360,CC22_300d_3,employ,urbancity,transgender,CC22_327a,faminc_new,pew_religimp,CC22_302,CC22_300b_7,hispanic,CC22_309f
1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.126945398417057,3,2.0,2.0,1,4,13.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3,1.0,2.0,1,3.0,1,2.0,2.0,2.0,1.0,2,1.0,1.0,9.0,1.0,3.0,2.0,2.0,1.0
2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.018586796680199406,5,1.0,2.0,8,5,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3,2.0,2.0,1,3.0,1,2.0,4.0,1.0,1.0,2,2.0,1.0,5.0,3.0,4.0,2.0,2.0,5.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0815313864034706,2,3.0,1.0,3,4,13.0,4.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,5.0,1.0,2,2.0,2.0,1,1.0,2,2.0,3.0,1.0,7.0,2,2.0,1.0,12.0,1.0,4.0,2.0,1.0,3.0
1.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,0.8103634789838283,8,1.0,2.0,4,5,14.0,4.0,2.0,5.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,6,1.0,2.0,1,3.0,2,2.0,1.0,2.0,1.0,2,2.0,1.0,9.0,1.0,5.0,2.0,2.0,1.0
1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.8889279038707643,9,1.0,2.0,4,6,17.0,4.0,1.0,3.0,2.0,5.0,3.0,1.0,1.0,2.0,5.0,3.0,2,1.0,2.0,1,3.0,2,2.0,2.0,2.0,1.0,2,2.0,1.0,12.0,4.0,5.0,2.0,2.0,3.0
2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.8976552970096543,12,1.0,2.0,1,5,8.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,3,1.0,2.0,1,3.0,1,2.0,2.0,2.0,5.0,4,2.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.9510681585783685,1,1.0,1.0,7,2,10.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2,1.0,2.0,1,3.0,2,2.0,2.0,2.0,5.0,4,2.0,1.0,97.0,1.0,1.0,2.0,2.0,2.0
2.0,4.0,1.0,2.0,7.0,2.0,2.0,2.0,-0.01926665681193407,1,3.0,2.0,1,3,12.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,5,2.0,2.0,0,5.0,2,2.0,3.0,2.0,6.0,3,2.0,2.0,3.0,1.0,5.0,2.0,2.0,4.0
1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,-0.03504768527966623,1,1.0,1.0,1,1,5.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1,2.0,2.0,1,3.0,2,2.0,2.0,1.0,5.0,2,2.0,1.0,12.0,2.0,4.0,2.0,2.0,2.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.1639375671641341,10,1.0,2.0,6,3,8.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1,2.0,2.0,1,3.0,2,2.0,2.0,2.0,2.0,2,2.0,1.0,5.0,2.0,4.0,2.0,2.0,5.0
1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.1296388918137374,2,5.0,2.0,1,2,10.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,5,2.0,2.0,0,2.0,1,2.0,3.0,2.0,5.0,3,2.0,2.0,10.0,1.0,5.0,2.0,2.0,1.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0367015482209856,1,1.0,2.0,1,3,17.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2,1.0,2.0,1,2.0,2,2.0,1.0,1.0,6.0,1,2.0,1.0,7.0,4.0,4.0,2.0,2.0,3.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.04750201639096469,4,5.0,2.0,1,2,12.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4,2.0,2.0,0,3.0,2,1.0,1.0,2.0,2.0,2,2.0,2.0,97.0,1.0,5.0,2.0,2.0,1.0
2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.9221921452455704,5,4.0,2.0,1,6,4.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4,2.0,1.0,0,5.0,1,1.0,3.0,1.0,2.0,2,2.0,2.0,9.0,1.0,5.0,2.0,2.0,4.0
1.0,2.0,2.0,2.0,7.0,6.0,2.0,2.0,1.2674254206493674,12,2.0,2.0,1,2,12.0,4.0,1.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,3,1.0,2.0,0,4.0,1,1.0,1.0,1.0,1.0,1,2.0,1.0,97.0,3.0,3.0,2.0,2.0,3.0
1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.2307653913572026,2,5.0,2.0,1,3,16.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,3,1.0,1.0,0,3.0,1,2.0,3.0,1.0,1.0,2,2.0,2.0,9.0,1.0,1.0,1.0,2.0,1.0
2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.04847701296988046,1,4.0,2.0,1,4,9.0,4.0,1.0,4.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,5,2.0,2.0,0,5.0,2,2.0,3.0,2.0,6.0,4,2.0,2.0,4.0,4.0,5.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,0.07054919021597968,11,1.0,2.0,1,2,4.0,4.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,2.0,1.0,3.0,2,1.0,2.0,1,3.0,1,2.0,4.0,2.0,1.0,1,2.0,1.0,11.0,4.0,2.0,2.0,2.0,3.0
1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.05488445413908436,5,4.0,2.0,1,5,7.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3,1.0,2.0,0,2.0,2,2.0,3.0,2.0,5.0,1,2.0,2.0,9.0,1.0,5.0,2.0,2.0,2.0
1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0170341779823608,1,2.0,2.0,2,6,13.0,1.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,4,2.0,2.0,0,5.0,1,2.0,3.0,2.0,2.0,2,2.0,2.0,15.0,1.0,5.0,2.0,2.0,1.0
2.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,-0.0371997123747431,1,1.0,1.0,2,2,6.0,2.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,8.0,3,2.0,2.0,1,3.0,2,2.0,2.0,1.0,7.0,4,2.0,1.0,3.0,1.0,4.0,2.0,2.0,5.0
1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.8577855267125511,1,4.0,2.0,5,2,11.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,4,2.0,2.0,0,2.0,2,2.0,1.0,2.0,3.0,4,2.0,2.0,6.0,1.0,5.0,2.0,2.0,1.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.18305316987845865,11,2.0,1.0,1,5,6.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,1,2.0,1,2.0,3.0,1.0,1.0,2,2.0,1.0,7.0,4.0,2.0,1.0,2.0,2.0
2.0,1.0,2.0,2.0,7.0,2.0,2.0,2.0,1.0800904246982304,1,4.0,1.0,1,2,9.0,2.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,8.0,4,2.0,2.0,0,3.0,2,2.0,1.0,2.0,5.0,1,2.0,2.0,6.0,1.0,5.0,2.0,2.0,2.0
2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.21835309257437324,1,4.0,2.0,1,2,10.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,6,2.0,1.0,0,5.0,1,1.0,1.0,2.0,5.0,2,2.0,2.0,5.0,1.0,5.0,2.0,2.0,2.0
1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.2272000141502644,12,4.0,2.0,1,5,9.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4,2.0,2.0,0,5.0,2,2.0,3.0,2.0,5.0,4,2.0,2.0,5.0,1.0,5.0,2.0,2.0,2.0
2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,-0.10855498596593585,1,1.0,2.0,1,2,7.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2,1.0,2.0,1,2.0,1,2.0,2.0,2.0,1.0,1,2.0,1.0,8.0,1.0,4.0,2.0,2.0,1.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.9784791408788438,2,1.0,2.0,1,5,17.0,4.0,1.0,2.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,1,1.0,2.0,1,3.0,1,1.0,2.0,1.0,7.0,2,2.0,1.0,9.0,3.0,2.0,2.0,2.0,1.0
1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.8577164306932398,5,3.0,1.0,7,6,11.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,8.0,3,2.0,2.0,0,5.0,2,2.0,2.0,2.0,2.0,4,2.0,2.0,9.0,1.0,5.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,7.0,6.0,2.0,2.0,-0.05674443896510649,10,1.0,1.0,1,2,17.0,2.0,3.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,3,1.0,2.0,0,3.0,1,2.0,2.0,2.0,4.0,4,2.0,2.0,9.0,1.0,2.0,2.0,2.0,1.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.8571583628340318,12,2.0,2.0,1,4,6.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,3,2.0,1.0,1,3.0,2,2.0,3.0,2.0,1.0,2,2.0,1.0,13.0,4.0,2.0,2.0,2.0,3.0
1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.8680905324272,1,1.0,2.0,1,3,8.0,5.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,4,1.0,2.0,0,3.0,2,2.0,3.0,1.0,1.0,1,2.0,1.0,6.0,1.0,5.0,1.0,2.0,3.0
2.0,1.0,2.0,2.0,7.0,6.0,1.0,2.0,0.8652655417337349,2,1.0,1.0,3,3,8.0,5.0,2.0,3.0,1.0,6.0,3.0,1.0,2.0,2.0,1.0,3.0,4,2.0,2.0,1,3.0,2,2.0,1.0,2.0,7.0,2,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.8788610962483998,11,1.0,2.0,7,2,8.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,3.0,3.0,2,2.0,2.0,1,3.0,1,2.0,1.0,1.0,1.0,2,2.0,1.0,10.0,4.0,3.0,1.0,2.0,2.0
1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,9.986419905510257,1,3.0,2.0,2,5,10.0,4.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3,2.0,2.0,0,4.0,1,2.0,3.0,1.0,7.0,2,2.0,2.0,97.0,1.0,5.0,2.0,2.0,5.0
1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.028905504159991,1,3.0,2.0,1,5,6.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4,2.0,2.0,0,3.0,1,1.0,3.0,1.0,9.0,2,2.0,2.0,97.0,1.0,5.0,2.0,2.0,1.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.9923078086750273,2,3.0,2.0,1,2,10.0,5.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4,2.0,2.0,0,4.0,1,2.0,2.0,1.0,5.0,4,2.0,2.0,5.0,1.0,5.0,1.0,2.0,2.0
1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.02008936268987473,2,3.0,2.0,7,2,12.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,4,2.0,2.0,0,1.0,1,2.0,3.0,1.0,5.0,4,2.0,2.0,97.0,2.0,5.0,2.0,2.0,2.0
1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,4.419650759399089,1,3.0,2.0,1,5,12.0,3.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1,1.0,2.0,1,2.0,1,1.0,3.0,2.0,4.0,2,2.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0
1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.016688851408265,1,3.0,2.0,1,2,8.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,3,2.0,2.0,0,5.0,2,2.0,3.0,1.0,5.0,3,2.0,2.0,8.0,2.0,5.0,2.0,2.0,2.0
2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.2072178155998143,2,2.0,2.0,1,2,12.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,4,2.0,2.0,0,3.0,2,2.0,3.0,2.0,5.0,2,2.0,2.0,6.0,1.0,4.0,2.0,2.0,1.0
1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0391623659901814,1,5.0,2.0,1,4,10.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,4,2.0,2.0,0,5.0,2,1.0,3.0,2.0,1.0,2,2.0,2.0,4.0,3.0,5.0,2.0,2.0,2.0
1.0,4.0,1.0,2.0,7.0,2.0,2.0,1.0,7.053296861005998,11,4.0,2.0,7,4,17.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,3,1.0,2.0,0,3.0,1,1.0,3.0,1.0,1.0,1,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.8845589397542875,10,1.0,1.0,1,6,8.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1,2.0,1.0,0,3.0,2,2.0,2.0,1.0,1.0,2,2.0,1.0,8.0,4.0,5.0,2.0,2.0,5.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.1478411319792436,10,1.0,2.0,1,6,9.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2,1.0,2.0,1,5.0,2,2.0,2.0,1.0,5.0,2,2.0,1.0,12.0,4.0,3.0,2.0,2.0,1.0
2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.2493533235348186,4,1.0,1.0,1,4,12.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,2.0,3,1.0,1.0,0,3.0,2,2.0,2.0,1.0,9.0,1,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0859577417648916,2,2.0,2.0,1,5,10.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1,2.0,2.0,1,3.0,1,2.0,2.0,2.0,1.0,2,2.0,1.0,97.0,3.0,2.0,2.0,2.0,2.0
1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,-0.008743143410435241,4,2.0,1.0,7,2,12.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3,1.0,2.0,0,3.0,2,2.0,1.0,2.0,1.0,4,2.0,1.0,4.0,2.0,5.0,2.0,1.0,3.0
1.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,0.06822278828024428,1,3.0,1.0,1,6,17.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,8.0,5,2.0,2.0,0,3.0,2,2.0,3.0,2.0,1.0,1,2.0,2.0,8.0,1.0,5.0,2.0,2.0,1.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.073000006198913,11,1.0,2.0,7,6,4.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2,2.0,2.0,1,2.0,1,2.0,2.0,2.0,1.0,2,2.0,1.0,11.0,4.0,4.0,2.0,2.0,1.0
1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,3.1317280377079837,9,1.0,2.0,1,2,12.0,5.0,1.0,5.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2,2.0,2.0,0,3.0,2,2.0,1.0,1.0,6.0,2,2.0,1.0,97.0,4.0,4.0,2.0,2.0,1.0
1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,-0.1440334810064624,1,1.0,1.0,2,4,8.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,1.0,6,1.0,1.0,1,2.0,2,2.0,1.0,1.0,1.0,4,2.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0
1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.8716624426297765,5,1.0,2.0,2,5,16.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1,1.0,1.0,1,3.0,2,2.0,1.0,1.0,1.0,2,2.0,1.0,8.0,3.0,3.0,1.0,2.0,4.0
2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,0.16454363364032407,2,2.0,2.0,3,3,11.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2.0,2.0,1,3.0,2,2.0,2.0,1.0,2.0,3,2.0,1.0,4.0,2.0,5.0,2.0,1.0,4.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25400975677053905,1,1.0,2.0,8,2,13.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3,2.0,1.0,1,4.0,1,2.0,3.0,1.0,1.0,1,2.0,1.0,8.0,4.0,4.0,2.0,2.0,2.0
1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,0.04732449857356,10,1.0,2.0,1,5,14.0,4.0,2.0,4.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,3.0,3,2.0,1.0,0,4.0,1,2.0,4.0,1.0,5.0,1,2.0,1.0,7.0,4.0,4.0,2.0,2.0,3.0
2.0,4.0,1.0,1.0,7.0,2.0,1.0,2.0,0.06489415799812337,1,4.0,1.0,1,4,7.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2,2.0,2.0,0,3.0,2,1.0,3.0,1.0,2.0,4,2.0,2.0,9.0,1.0,5.0,2.0,2.0,1.0
1.0,1.0,2.0,2.0,7.0,1.0,2.0,1.0,0.09099093839775385,12,2.0,1.0,1,5,7.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3,2.0,2.0,1,3.0,2,1.0,2.0,1.0,1.0,2,2.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0
1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.9802071630171784,1,4.0,2.0,1,5,17.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5,2.0,2.0,0,4.0,1,2.0,3.0,2.0,5.0,3,2.0,2.0,11.0,1.0,5.0,2.0,2.0,3.0
2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.15140223730229896,5,5.0,2.0,1,6,8.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2,1.0,2.0,0,2.0,2,2.0,3.0,1.0,1.0,2,2.0,2.0,7.0,1.0,5.0,2.0,2.0,2.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0452705068848713,11,1.0,2.0,1,3,16.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2,2.0,2.0,1,3.0,2,2.0,2.0,2.0,4.0,1,2.0,1.0,5.0,4.0,4.0,2.0,2.0,2.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.024877878364851,10,1.0,2.0,5,3,14.0,4.0,3.0,2.0,2.0,6.0,5.0,1.0,1.0,2.0,1.0,3.0,1,1.0,2.0,1,2.0,2,2.0,2.0,2.0,1.0,4,2.0,1.0,97.0,3.0,5.0,1.0,2.0,3.0
1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.9931899474287122,3,1.0,2.0,1,5,10.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2,2.0,2.0,1,3.0,2,2.0,1.0,1.0,1.0,3,2.0,2.0,14.0,2.0,5.0,2.0,2.0,5.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.1166176202361533,11,1.0,2.0,1,6,7.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,2,1.0,2.0,0,1.0,2,2.0,2.0,2.0,1.0,1,2.0,1.0,97.0,1.0,4.0,2.0,2.0,2.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.9486192364020805,10,1.0,1.0,1,6,16.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3,2.0,2.0,1,2.0,1,2.0,2.0,1.0,5.0,3,2.0,1.0,12.0,3.0,3.0,1.0,2.0,4.0
1.0,1.0,1.0,2.0,7.0,2.0,2.0,1.0,2.9843068211348704,1,4.0,2.0,1,2,12.0,3.0,1.0,4.0,2.0,4.0,5.0,2.0,2.0,1.0,1.0,3.0,4,2.0,2.0,0,3.0,1,1.0,3.0,1.0,6.0,3,2.0,2.0,7.0,2.0,5.0,2.0,2.0,4.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.8647766165018848,1,1.0,2.0,2,4,10.0,4.0,1.0,2.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,3.0,3,1.0,2.0,0,3.0,2,2.0,2.0,2.0,1.0,2,2.0,1.0,7.0,1.0,2.0,1.0,2.0,2.0
1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,0.9257746519588002,10,3.0,2.0,1,5,7.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3,2.0,2.0,0,5.0,1,1.0,4.0,1.0,1.0,4,2.0,2.0,12.0,3.0,5.0,2.0,2.0,4.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,-0.15097159113788394,11,1.0,1.0,1,4,14.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2,2.0,2.0,1,3.0,1,2.0,2.0,1.0,1.0,4,2.0,1.0,9.0,4.0,3.0,1.0,2.0,1.0
2.0,4.0,2.0,2.0,7.0,2.0,1.0,2.0,-0.24310069583691601,2,3.0,2.0,3,2,13.0,5.0,3.0,4.0,1.0,5.0,2.0,1.0,2.0,2.0,6.0,8.0,3,2.0,2.0,0,3.0,1,1.0,2.0,2.0,8.0,4,3.0,1.0,5.0,1.0,4.0,2.0,2.0,3.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.859834774900633,11,3.0,1.0,2,5,6.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2,1.0,1.0,1,4.0,2,2.0,1.0,1.0,1.0,4,2.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0
2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,-0.05174136078234882,11,1.0,1.0,3,2,17.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,3.0,3,2.0,2.0,0,4.0,1,2.0,2.0,2.0,1.0,2,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.942714045561112,1,1.0,2.0,1,4,12.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,3,1.0,2.0,0,1.0,2,2.0,3.0,2.0,1.0,2,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0
1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.07710459103517839,1,4.0,2.0,1,6,12.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,8.0,5,1.0,2.0,0,3.0,1,2.0,3.0,2.0,1.0,2,2.0,2.0,8.0,1.0,5.0,2.0,2.0,2.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0284454557364784,9,1.0,2.0,1,5,6.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,1,2.0,2,2.0,3.0,2.0,1.0,2,2.0,1.0,10.0,4.0,3.0,2.0,2.0,2.0
2.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,0.11541951582838028,1,1.0,2.0,1,5,15.0,4.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,2.0,4.0,3.0,2,2.0,2.0,1,3.0,2,2.0,2.0,1.0,5.0,2,2.0,1.0,4.0,1.0,5.0,1.0,2.0,3.0
1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,-0.18438333821451605,9,1.0,2.0,1,6,10.0,4.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,1,2.0,2.0,1,2.0,1,2.0,2.0,1.0,1.0,3,2.0,1.0,11.0,4.0,2.0,2.0,2.0,4.0
1.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,2.9052406792774135,11,2.0,2.0,1,2,12.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2,1.0,2.0,1,3.0,2,2.0,1.0,2.0,6.0,2,2.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0
1.0,2.0,2.0,2.0,7.0,1.0,2.0,2.0,0.8634536043969018,4,1.0,2.0,3,6,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3,2.0,2.0,1,3.0,1,2.0,2.0,2.0,1.0,1,2.0,1.0,16.0,3.0,4.0,2.0,2.0,2.0
2.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,-0.11916932079346776,1,2.0,2.0,2,3,12.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3,1.0,2.0,0,3.0,2,2.0,2.0,2.0,5.0,2,2.0,1.0,16.0,2.0,4.0,2.0,2.0,3.0
