numchildren,CC22_300d_5,CC22_300d_2,CC22_300d_1,gunown,transgender,sexuality,industry,presvote16post,faminc_new,marstat,religpew,pew_religimp,investor,employ,ideo5,presvote20post,urbancity,CC22_360,CC22_333,CC22_327a,CC22_320c,CC22_320b,CC22_320a,CC22_309f,CC22_309e,CC22_306,CC22_304,CC22_303,CC22_302,CC22_300d_6,CC22_300d_4,CC22_300d_3,CC22_300b_8,CC22_300b_7,CC22_300b_6,CC22_300b_5,CC22_300b_4,CC22_300b_3,CC22_300b_2,CC22_300b_1,hispanic,race,educ,gender4
3.8442076757308454,2.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,12,2.0,2.0,1.0,3,2.0,2,3.0,3.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1,5,1
4.137594242072583,2.0,1.0,2.0,2.0,2.0,1.0,14.0,3.0,12.0,1.0,1,1.0,1.0,1.0,3,2.0,2,3.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,5,2
3.858544400821833,2.0,1.0,2.0,3.0,2.0,1.0,6.0,3.0,9.0,1.0,1,3.0,1.0,1.0,3,2.0,2,1.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,7,6,1
4.110345797573727,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,12.0,1.0,1,2.0,1.0,4.0,5,2.0,2,1.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1,6,1
3.905513794832113,2.0,1.0,2.0,3.0,2.0,1.0,14.0,7.0,10.0,1.0,11,3.0,1.0,7.0,4,2.0,1,1.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,2
3.044148257607379,2.0,2.0,2.0,2.0,2.0,1.0,14.0,2.0,11.0,1.0,2,3.0,1.0,5.0,4,2.0,2,3.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,6,1
2.9572280718702646,2.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,9.0,1.0,11,3.0,1.0,1.0,4,5.0,2,4.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,5,1
3.1389217294903107,2.0,2.0,2.0,3.0,2.0,1.0,5.0,1.0,9.0,6.0,1,1.0,1.0,2.0,4,1.0,2,1.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1,5,2
3.01412132191608,2.0,2.0,2.0,1.0,2.0,1.0,13.0,2.0,10.0,1.0,2,1.0,1.0,1.0,4,2.0,3,1.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1,3,1
2.99127826161342,2.0,2.0,2.0,2.0,2.0,1.0,7.0,7.0,16.0,1.0,11,4.0,1.0,1.0,4,2.0,3,3.0,5.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1,6,2
3.2113205246073893,2.0,2.0,2.0,3.0,2.0,1.0,6.0,2.0,9.0,1.0,12,1.0,1.0,1.0,3,2.0,2,1.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1,5,1
2.9297401618838745,2.0,2.0,2.0,1.0,2.0,1.0,6.0,3.0,10.0,5.0,12,2.0,2.0,1.0,4,6.0,2,3.0,3.0,2.0,5.0,4.0,4.0,2.0,5.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,6,1
2.983629300046033,2.0,2.0,2.0,1.0,2.0,1.0,7.0,6.0,11.0,1.0,1,3.0,1.0,1.0,4,2.0,2,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,6,1
3.127237073062809,2.0,2.0,2.0,3.0,2.0,1.0,8.0,2.0,9.0,1.0,2,3.0,1.0,5.0,3,2.0,2,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4,6,1
3.0310094973444826,2.0,2.0,2.0,3.0,2.0,1.0,5.0,2.0,15.0,1.0,1,3.0,1.0,1.0,4,2.0,2,3.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1,6,1
2.9449451266328186,2.0,2.0,2.0,2.0,2.0,1.0,6.0,3.0,11.0,1.0,2,4.0,1.0,5.0,3,2.0,2,1.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4,6,1
3.053071894402517,2.0,2.0,2.0,1.0,2.0,1.0,10.0,2.0,10.0,5.0,1,2.0,2.0,8.0,3,2.0,5,3.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1,5,2
3.216909543725133,2.0,2.0,2.0,3.0,2.0,1.0,13.0,7.0,16.0,5.0,12,2.0,1.0,2.0,3,2.0,3,3.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1,2,1
3.2273501503423887,2.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,3.0,5.0,3,1.0,1.0,2.0,6,3.0,3,3.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1,2,1
2.848589978793536,2.0,2.0,2.0,1.0,2.0,1.0,10.0,6.0,3.0,5.0,2,2.0,2.0,9.0,3,5.0,3,4.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,5,1
2.935023340704545,2.0,2.0,2.0,3.0,2.0,1.0,10.0,6.0,11.0,5.0,1,3.0,2.0,2.0,4,6.0,1,3.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1,4,1
2.8523408534202996,2.0,2.0,2.0,1.0,2.0,1.0,6.0,7.0,4.0,5.0,2,2.0,1.0,1.0,4,6.0,1,3.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,2,1
3.0992220653671994,2.0,2.0,2.0,1.0,2.0,1.0,5.0,7.0,12.0,5.0,1,1.0,2.0,1.0,4,2.0,2,3.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1,3,1
2.9792813458856617,2.0,2.0,2.0,1.0,2.0,1.0,13.0,1.0,8.0,3.0,2,1.0,1.0,1.0,5,6.0,4,4.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,7,3,1
2.7155928688762034,2.0,2.0,2.0,3.0,2.0,1.0,10.0,2.0,3.0,3.0,1,1.0,1.0,8.0,4,2.0,3,3.0,4.0,2.0,3.0,5.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2,2,1
2.8338814808493407,2.0,2.0,2.0,3.0,2.0,1.0,15.0,7.0,14.0,5.0,5,3.0,1.0,1.0,3,2.0,4,3.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,5,1
2.8506747445182867,2.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,1,1.0,2.0,8.0,3,2.0,2,2.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,4.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1,5,1
3.046104769771268,2.0,2.0,2.0,3.0,2.0,1.0,9.0,2.0,3.0,5.0,2,2.0,1.0,1.0,4,2.0,2,1.0,2.0,2.0,5.0,4.0,4.0,1.0,2.0,4.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6,3,1
3.1749788039663547,2.0,2.0,2.0,1.0,2.0,1.0,9.0,2.0,4.0,5.0,1,1.0,1.0,2.0,4,2.0,1,3.0,3.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,5,1
2.847508484356009,2.0,2.0,2.0,1.0,2.0,1.0,7.0,7.0,97.0,1.0,8,4.0,1.0,1.0,4,6.0,1,3.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,6,3,2
2.8709495476418794,2.0,2.0,2.0,3.0,2.0,1.0,5.0,7.0,97.0,5.0,1,1.0,2.0,8.0,6,6.0,1,3.0,3.0,1.0,2.0,4.0,4.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,1
2.7575483967464884,2.0,2.0,2.0,1.0,2.0,1.0,6.0,7.0,97.0,5.0,1,3.0,1.0,4.0,4,2.0,1,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1,5,1
3.2504358988228046,2.0,2.0,2.0,1.0,2.0,1.0,10.0,2.0,2.0,5.0,1,2.0,2.0,4.0,4,2.0,3,3.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6,6,1
2.947431908673981,2.0,2.0,2.0,2.0,2.0,1.0,10.0,2.0,97.0,6.0,12,2.0,2.0,1.0,3,2.0,2,3.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3,3,2
2.988372764842231,2.0,2.0,2.0,1.0,2.0,1.0,7.0,5.0,5.0,3.0,1,3.0,1.0,5.0,3,1.0,4,1.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1,4,2
2.910668964203794,2.0,2.0,2.0,3.0,2.0,1.0,8.0,1.0,12.0,1.0,5,1.0,1.0,5.0,2,1.0,2,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2,5,2
3.1955404013790147,2.0,2.0,2.0,3.0,2.0,1.0,10.0,7.0,11.0,1.0,1,2.0,1.0,2.0,3,1.0,2,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,1
3.094494746215194,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,6.0,1.0,2,2.0,2.0,5.0,2,1.0,2,2.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,8,6,2
2.92036011976747,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,9.0,3.0,2,2.0,1.0,1.0,3,1.0,2,2.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,6,2
3.1589717343867134,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,8.0,1.0,2,1.0,1.0,1.0,2,1.0,3,2.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1,2,2
2.9161393587690116,2.0,2.0,2.0,1.0,2.0,1.0,8.0,1.0,9.0,1.0,2,3.0,1.0,1.0,2,1.0,1,2.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,5,1
2.97130125681612,2.0,2.0,2.0,2.0,2.0,1.0,10.0,1.0,6.0,1.0,11,2.0,1.0,1.0,3,1.0,2,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,5,1
3.02701402706395,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,9.0,1.0,12,1.0,1.0,5.0,2,1.0,2,2.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1,5,2
2.814382936407305,2.0,2.0,2.0,3.0,2.0,1.0,10.0,1.0,7.0,1.0,12,3.0,1.0,1.0,1,1.0,2,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1,6,2
3.0203151777910233,2.0,2.0,2.0,3.0,2.0,1.0,17.0,1.0,5.0,5.0,1,3.0,1.0,2.0,1,1.0,2,2.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1,5,1
2.9087667655817304,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,11.0,1.0,10,1.0,1.0,5.0,3,1.0,3,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,4,2
3.0577393149346035,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,2.0,1.0,1,3.0,1.0,9.0,2,1.0,3,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,6,6,1
3.007807375545256,2.0,2.0,2.0,1.0,2.0,1.0,15.0,1.0,10.0,1.0,2,3.0,1.0,1.0,2,1.0,2,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,2
3.0326393512895735,2.0,2.0,2.0,3.0,2.0,1.0,7.0,7.0,7.0,1.0,2,2.0,1.0,1.0,1,1.0,4,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1,6,2
3.1602726220734816,2.0,2.0,2.0,3.0,2.0,1.0,12.0,7.0,10.0,1.0,12,1.0,2.0,5.0,1,1.0,1,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,6,2
2.922549327290578,2.0,2.0,2.0,3.0,2.0,1.0,10.0,1.0,9.0,1.0,5,2.0,2.0,5.0,2,1.0,2,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,3,1
3.075847698550419,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,2.0,4.0,1,2.0,1.0,5.0,2,1.0,1,2.0,1.0,1.0,4.0,2.0,1.0,2.0,5.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,2,2
2.758245752543396,2.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,10.0,1.0,12,1.0,1.0,7.0,3,1.0,3,2.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,6,1
2.843739631094499,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,7.0,1.0,12,1.0,1.0,2.0,2,1.0,2,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2
3.0274188175459535,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.0,12.0,1.0,1,1.0,1.0,1.0,4,1.0,4,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1,3,2
3.0561252644135215,2.0,2.0,2.0,1.0,2.0,1.0,7.0,1.0,10.0,1.0,2,4.0,1.0,2.0,1,1.0,2,2.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,6,2
3.0044711839802494,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,12.0,1.0,12,2.0,1.0,1.0,2,1.0,2,2.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,6,2
3.00407608848688,2.0,2.0,2.0,3.0,1.0,1.0,8.0,3.0,8.0,1.0,1,2.0,1.0,2.0,2,1.0,2,2.0,2.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,4,1
3.0583231216660285,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,97.0,1.0,1,3.0,1.0,2.0,2,1.0,2,2.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,6,1
3.0017802215075484,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,8.0,6.0,11,1.0,2.0,1.0,1,1.0,2,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1,3,1
3.1876070941262613,2.0,2.0,2.0,1.0,2.0,1.0,7.0,1.0,8.0,1.0,11,2.0,1.0,5.0,3,1.0,2,2.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,5,2
2.9267912290291522,2.0,2.0,2.0,3.0,2.0,1.0,14.0,1.0,15.0,1.0,2,1.0,1.0,5.0,5,1.0,2,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,7,3,2
2.9747944832777784,2.0,2.0,2.0,3.0,2.0,1.0,5.0,1.0,11.0,5.0,1,1.0,1.0,1.0,3,1.0,2,2.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2,5,1
2.9624803988215076,2.0,2.0,2.0,3.0,2.0,1.0,6.0,1.0,11.0,1.0,12,2.0,1.0,5.0,3,1.0,3,2.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1,5,1
3.1548092024468137,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,10.0,5.0,11,4.0,1.0,5.0,2,1.0,2,2.0,1.0,1.0,4.0,3.0,2.0,5.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1,6,2
3.1844753837422206,2.0,2.0,2.0,3.0,2.0,1.0,10.0,1.0,9.0,6.0,11,1.0,1.0,5.0,2,1.0,2,2.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,2
3.0063300712683554,2.0,2.0,2.0,3.0,2.0,1.0,12.0,1.0,12.0,1.0,2,1.0,2.0,5.0,2,1.0,1,2.0,2.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1,6,2
3.238312858726079,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,14.0,1.0,1,3.0,1.0,1.0,1,1.0,2,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1,5,2
2.9915830755742023,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,97.0,1.0,1,1.0,1.0,1.0,2,1.0,3,2.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,6,2
3.0194601017736984,2.0,2.0,2.0,3.0,2.0,1.0,5.0,1.0,10.0,5.0,12,2.0,1.0,5.0,3,1.0,2,2.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4,6,1
3.1007366517993304,2.0,2.0,2.0,8.0,2.0,1.0,6.0,1.0,97.0,1.0,5,3.0,1.0,1.0,1,1.0,1,2.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,2
2.900507004062717,2.0,2.0,2.0,3.0,2.0,1.0,7.0,4.0,9.0,1.0,2,1.0,1.0,5.0,2,1.0,1,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,3,2
3.062945343637439,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,12.0,5.0,2,3.0,2.0,5.0,1,1.0,3,2.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1,5,2
2.802669284013468,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.0,7.0,4.0,1,3.0,1.0,1.0,3,1.0,2,2.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2,5,1
2.84400611133794,2.0,2.0,2.0,3.0,2.0,1.0,6.0,1.0,14.0,1.0,1,3.0,1.0,5.0,2,1.0,1,2.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1,5,2
2.9255273196403784,2.0,2.0,2.0,1.0,2.0,1.0,8.0,1.0,10.0,5.0,1,3.0,1.0,7.0,3,1.0,4,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,6,1
3.01729647367686,2.0,2.0,2.0,3.0,2.0,1.0,5.0,7.0,9.0,3.0,2,2.0,1.0,6.0,1,1.0,1,2.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1,3,1
2.948617271436772,2.0,2.0,2.0,3.0,2.0,1.0,15.0,6.0,9.0,1.0,1,2.0,2.0,5.0,3,1.0,3,2.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,6,2
2.716131693569495,2.0,2.0,2.0,3.0,2.0,1.0,7.0,1.0,10.0,1.0,1,1.0,1.0,1.0,3,1.0,2,2.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1,5,1
