CC22_320a,numchildren,CC22_300d_3,CC22_300d_1,CC22_300d_4,CC22_300d_6,CC22_300d_5,CC22_300d_2,CC22_309f,hispanic,CC22_300b_7,CC22_302,pew_religimp,faminc_new,CC22_327a,transgender,urbancity,employ,CC22_360,CC22_300b_8,gender4,CC22_303,CC22_300b_2,ideo5,gunown,sexuality,CC22_300b_6,CC22_309e,marstat,CC22_300b_4,CC22_320b,CC22_304,CC22_320c,industry,educ,race,CC22_300b_1,CC22_333,religpew,CC22_300b_3,presvote20post,presvote16post,CC22_300b_5,CC22_306,investor
1,2.7212421666792608,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,7.0,2.0,2.0,2,4.0,1.0,2.0,1,3.0,2.0,4,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,5.0,3,2,2.0,1.0,2,2.0,1.0,1.0,1.0,2.0,2.0
1,3.510409657095555,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,1,1.0,2.0,2.0,2,3.0,1.0,1,3.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,15.0,2,1,1.0,3.0,11,2.0,1.0,1.0,1.0,1.0,2.0
0,2.475632488922041,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,2.0,1,6.0,2.0,2.0,2,4.0,2.0,2,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,9.0,2,1,2.0,1.0,1,2.0,1.0,1.0,1.0,1.0,2.0
0,2.6130315597386073,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,5.0,1.0,2.0,2,8.0,2.0,2.0,2,3.0,1.0,2,3.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,17.0,5,2,1.0,2.0,2,1.0,1.0,7.0,2.0,1.0,2.0
0,3.44814667565594,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2,5.0,2.0,2.0,2,4.0,2.0,4,3.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,4.0,7.0,3,2,1.0,1.0,11,2.0,1.0,7.0,2.0,1.0,1.0
0,3.0919498284692595,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1,6.0,2.0,2.0,2,2.0,2.0,1,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,7.0,5,2,2.0,1.0,1,1.0,1.0,2.0,2.0,2.0,2.0
0,2.8459764949768656,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3,5.0,2.0,2.0,2,3.0,2.0,1,3.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,8.0,3,7,1.0,1.0,12,2.0,1.0,1.0,2.0,2.0,2.0
0,3.3615267717301514,1.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,4.0,3.0,7.0,1.0,2.0,1,1.0,2.0,2.0,2,3.0,2.0,2,2.0,1.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,8.0,4,1,1.0,1.0,1,1.0,1.0,1.0,2.0,4.0,2.0
0,2.736517151111071,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,3,1.0,2.0,2.0,2,3.0,2.0,3,3.0,1.0,2.0,4.0,5.0,2.0,2.0,1.0,4.0,11.0,4,1,2.0,1.0,12,1.0,1.0,7.0,2.0,1.0,2.0
1,2.522091591613487,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4,6.0,2.0,2.0,2,3.0,1.0,2,3.0,5.0,1.0,3.0,5.0,2.0,2.0,1.0,2.0,16.0,6,1,1.0,1.0,1,1.0,1.0,7.0,2.0,2.0,2.0
0,3.377451696424475,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,2,7.0,2.0,2.0,2,3.0,2.0,2,3.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,3.0,12.0,6,7,1.0,2.0,1,1.0,1.0,1.0,2.0,1.0,2.0
0,3.1504082128431836,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2,1.0,2.0,2.0,2,4.0,1.0,2,2.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,3.0,8.0,3,2,1.0,1.0,1,1.0,1.0,1.0,2.0,1.0,2.0
1,2.9033494175691206,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1,5.0,1.0,2.0,2,2.0,1.0,3,3.0,1.0,2.0,4.0,5.0,1.0,1.0,2.0,3.0,15.0,3,1,1.0,1.0,1,2.0,6.0,7.0,2.0,1.0,2.0
1,2.4934399493333674,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,6.0,2.0,2.0,2,5.0,2.0,2.0,2,3.0,2.0,3,3.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,4.0,10.0,2,2,1.0,3.0,12,1.0,1.0,1.0,2.0,2.0,2.0
0,3.698926619137169,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1,7.0,2.0,2.0,2,2.0,1.0,3,3.0,1.0,2.0,3.0,5.0,2.0,2.0,1.0,4.0,10.0,5,7,2.0,4.0,2,1.0,1.0,1.0,2.0,2.0,2.0
1,3.2105262200419813,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,5.0,1.0,2.0,3,5.0,2.0,2.0,2,2.0,1.0,2,3.0,1.0,1.0,4.0,5.0,2.0,3.0,1.0,2.0,17.0,6,1,2.0,1.0,1,2.0,6.0,1.0,2.0,2.0,2.0
0,3.660980631701622,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,6.0,2.0,7.0,2.0,2.0,2,5.0,2.0,2.0,2,3.0,2.0,1,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,7.0,3,2,1.0,1.0,11,1.0,1.0,7.0,2.0,1.0,2.0
1,3.143840336669837,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,1.0,2.0,2.0,1,3.0,1.0,3,3.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,7.0,5,2,2.0,1.0,1,1.0,1.0,7.0,2.0,2.0,2.0
0,2.1723850440469956,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,16.0,1.0,2.0,2,5.0,2.0,2.0,2,3.0,2.0,3,3.0,1.0,2.0,3.0,6.0,2.0,3.0,1.0,4.0,13.0,3,1,1.0,1.0,2,2.0,1.0,7.0,2.0,1.0,2.0
1,4.139529242293981,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,5,2.0,1.0,2.0,2,5.0,1.0,2,3.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,4.0,8.0,4,1,2.0,1.0,5,2.0,6.0,7.0,2.0,1.0,1.0
1,4.026722444234626,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,2,7.0,1.0,2.0,2,4.0,1.0,3,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,10.0,2,1,1.0,1.0,2,2.0,1.0,1.0,2.0,1.0,2.0
0,3.884590707823272,1.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,8.0,1.0,2.0,3,4.0,2.0,2.0,2,3.0,2.0,3,1.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,10.0,5,1,1.0,2.0,12,1.0,6.0,2.0,2.0,1.0,1.0
0,3.917376605724887,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,1.0,2.0,2,5.0,2.0,2.0,2,5.0,2.0,1,2.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,4.0,7.0,6,1,2.0,2.0,10,1.0,1.0,1.0,1.0,1.0,2.0
1,4.062205336994421,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,11.0,1.0,2.0,4,5.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,8.0,3,1,2.0,2.0,1,1.0,4.0,2.0,1.0,3.0,1.0
1,3.994924654823959,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,8.0,1.0,2.0,4,1.0,1.0,2.0,2,3.0,2.0,2,1.0,4.0,2.0,3.0,1.0,2.0,4.0,1.0,4.0,8.0,6,1,2.0,5.0,12,1.0,6.0,2.0,2.0,1.0,2.0
0,3.899750276719245,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1,5.0,1.0,2.0,2,5.0,1.0,3,8.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,4.0,13.0,5,1,2.0,2.0,1,2.0,1.0,2.0,2.0,2.0,2.0
0,3.840951620294441,1.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,5.0,4.0,12.0,1.0,2.0,2,5.0,2.0,2.0,2,5.0,1.0,2,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,17.0,5,1,2.0,1.0,1,1.0,6.0,1.0,1.0,1.0,2.0
0,4.290574424085127,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,12.0,1.0,2.0,1,5.0,2.0,2.0,2,4.0,1.0,3,8.0,1.0,2.0,2.0,6.0,2.0,4.0,1.0,3.0,12.0,4,2,2.0,1.0,1,1.0,5.0,1.0,2.0,1.0,2.0
1,4.239003029489148,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,1.0,7.0,1.0,2.0,1,1.0,1.0,2.0,2,3.0,2.0,3,1.0,1.0,2.0,5.0,4.0,2.0,4.0,1.0,4.0,10.0,3,5,1.0,2.0,12,2.0,1.0,1.0,2.0,1.0,2.0
0,4.13990953567754,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,4,4.0,2.0,2.0,1,3.0,2.0,1,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,8.0,5,1,1.0,1.0,11,1.0,1.0,1.0,1.0,1.0,2.0
0,4.132965894891952,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,1.0,2.0,2,6.0,1.0,2.0,2,2.0,2.0,1,3.0,1.0,2.0,3.0,5.0,1.0,3.0,1.0,4.0,3.0,5,5,2.0,1.0,12,1.0,1.0,1.0,1.0,1.0,2.0
1,3.921229983678278,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2,2.0,2.0,2.0,2,3.0,2.0,2,3.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,9.0,1,7,1.0,2.0,12,1.0,6.0,1.0,2.0,1.0,2.0
1,3.841242029407994,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4,6.0,1.0,2.0,1,3.0,1.0,3,3.0,4.0,2.0,5.0,1.0,1.0,4.0,1.0,3.0,6.0,1,1,2.0,1.0,11,1.0,1.0,1.0,2.0,2.0,2.0
1,4.030304029746981,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,1.0,2.0,4,6.0,2.0,2.0,2,3.0,1.0,2,3.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,6.0,3,1,1.0,2.0,1,2.0,1.0,2.0,2.0,2.0,2.0
1,4.105783039730502,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,4,5.0,1.0,1.0,2,2.0,1.0,2,8.0,1.0,2.0,3.0,5.0,2.0,3.0,1.0,4.0,10.0,6,1,1.0,1.0,11,2.0,1.0,1.0,1.0,1.0,1.0
1,4.278145745039989,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,5.0,3.0,2.0,1.0,2.0,4,5.0,2.0,2.0,2,4.0,1.0,3,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,17.0,5,1,1.0,2.0,2,2.0,3.0,1.0,1.0,1.0,2.0
1,3.975857009340214,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,2.0,2,5.0,2.0,2.0,2,3.0,2.0,3,2.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,10.0,6,8,2.0,2.0,1,1.0,1.0,2.0,1.0,4.0,1.0
1,3.9242199131452766,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,11.0,1.0,2.0,2,5.0,1.0,2.0,2,5.0,2.0,1,1.0,5.0,2.0,5.0,1.0,2.0,3.0,1.0,4.0,7.0,5,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0
0,4.161396634086386,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,12.0,1.0,1.0,2,1.0,2.0,2.0,1,3.0,2.0,2,3.0,1.0,2.0,3.0,5.0,1.0,3.0,3.0,2.0,1.0,6,1,1.0,2.0,2,2.0,1.0,2.0,1.0,1.0,1.0
1,3.9887556761057885,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,1.0,2.0,1,1.0,2.0,2.0,4,3.0,2.0,3,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,10.0,6,4,2.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0
0,3.877639395302864,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,1.0,2.0,1,1.0,2.0,2.0,2,4.0,1.0,2,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,8.0,6,3,1.0,1.0,1,2.0,1.0,1.0,2.0,1.0,1.0
0,3.980667212263695,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,8.0,1.0,2.0,2,1.0,3.0,2.0,1,3.0,1.0,2,2.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,5.0,6,1,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0
0,4.226008116494557,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,12.0,1.0,1.0,1,8.0,2.0,2.0,1,1.0,1.0,2,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,10.0,6,1,2.0,1.0,1,2.0,1.0,1.0,1.0,2.0,1.0
0,4.057792265161299,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,12.0,1.0,2.0,1,1.0,2.0,2.0,1,3.0,1.0,3,3.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,5,1,2.0,1.0,4,2.0,1.0,1.0,1.0,4.0,1.0
1,4.049092712248973,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,12.0,1.0,2.0,1,1.0,2.0,2.0,2,3.0,2.0,3,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,13.0,5,1,1.0,5.0,3,1.0,1.0,3.0,1.0,1.0,1.0
1,4.178036225007367,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,5.0,1.0,3.0,1,1.0,2.0,2.0,1,1.0,2.0,2,3.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,6.0,5,2,2.0,1.0,2,1.0,1.0,1.0,2.0,1.0,2.0
1,4.082219666390464,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,11.0,1.0,2.0,1,1.0,2.0,2.0,2,3.0,1.0,3,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2,4,1.0,2.0,2,2.0,1.0,7.0,1.0,1.0,1.0
0,4.26765244235107,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,11.0,1.0,2.0,1,4.0,2.0,2.0,1,2.0,2.0,2,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,14.0,5,4,1.0,5.0,6,2.0,1.0,7.0,2.0,1.0,2.0
1,3.812823595833755,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2,1.0,2.0,2.0,1,2.0,1.0,5,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,11.0,3,1,2.0,1.0,3,1.0,6.0,1.0,1.0,1.0,2.0
1,4.304252418034994,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,13.0,1.0,2.0,1,1.0,2.0,2.0,1,2.0,2.0,4,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,5,1,2.0,1.0,2,2.0,2.0,1.0,1.0,2.0,1.0
0,3.8653014055936623,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,1.0,2.0,1,1.0,2.0,2.0,1,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,5,1,2.0,4.0,7,2.0,2.0,2.0,1.0,1.0,2.0
0,3.895002665255303,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,14.0,1.0,2.0,2,2.0,2.0,2.0,1,3.0,1.0,2,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,6,1,2.0,2.0,1,2.0,1.0,2.0,1.0,1.0,2.0
0,4.162350403041861,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,10.0,2.0,2.0,2,1.0,2.0,2.0,1,2.0,2.0,3,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,10.0,5,1,1.0,2.0,2,2.0,1.0,7.0,2.0,1.0,1.0
1,4.2481004783615575,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,1.0,2.0,1,1.0,2.0,2.0,1,3.0,2.0,3,3.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,12.0,6,2,2.0,4.0,2,2.0,1.0,1.0,1.0,1.0,1.0
0,3.8714580597263217,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,11.0,2.0,2.0,1,1.0,2.0,2.0,2,4.0,2.0,2,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,10.0,5,4,2.0,4.0,2,2.0,1.0,1.0,1.0,2.0,1.0
0,3.9048559330077977,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,10.0,1.0,2.0,1,1.0,2.0,1.0,1,3.0,1.0,2,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,14.0,5,3,1.0,3.0,6,2.0,1.0,2.0,1.0,1.0,2.0
1,3.91233861573869,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,11.0,1.0,2.0,3,1.0,3.0,2.0,1,1.0,2.0,3,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,15.0,5,1,1.0,4.0,4,2.0,2.0,2.0,1.0,1.0,1.0
1,4.362718807547305,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2,1.0,1.0,2.0,1,3.0,2.0,1,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,14.0,5,1,2.0,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0
0,3.859082540969094,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,1.0,2.0,1,1.0,2.0,2.0,1,4.0,1.0,3,8.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,14.0,5,2,1.0,1.0,12,2.0,1.0,7.0,1.0,1.0,1.0
0,3.9385099604553186,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,3,1.0,1.0,2.0,2,3.0,2.0,4,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,4.0,9.0,5,1,2.0,4.0,10,2.0,2.0,2.0,2.0,1.0,2.0
1,4.064035121461593,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4,5.0,3.0,2.0,1,4.0,2.0,4,1.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,8.0,4,3,2.0,4.0,11,2.0,2.0,2.0,1.0,4.0,2.0
1,3.9762232825263517,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,2,1.0,1.0,2.0,1,3.0,2.0,4,8.0,1.0,2.0,4.0,5.0,2.0,3.0,1.0,2.0,9.0,2,3,1.0,4.0,1,2.0,2.0,4.0,2.0,4.0,1.0
1,3.772865942962563,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,11.0,2.0,2.0,4,6.0,1.0,2.0,1,3.0,2.0,5,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,17.0,4,1,2.0,2.0,12,2.0,2.0,2.0,1.0,4.0,2.0
1,3.8921039760726006,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,4.0,8.0,2.0,2.0,3,1.0,1.0,2.0,1,4.0,2.0,3,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,6.0,5,1,1.0,3.0,11,2.0,2.0,2.0,1.0,4.0,2.0
0,3.9574535351713904,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4,5.0,3.0,2.0,1,2.0,2.0,4,3.0,1.0,2.0,4.0,6.0,2.0,4.0,1.0,2.0,5.0,4,1,1.0,3.0,11,1.0,2.0,7.0,1.0,2.0,2.0
0,4.011281760569285,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0,2.0,2,5.0,1.0,2.0,1,5.0,2.0,4,1.0,6.0,2.0,5.0,1.0,2.0,4.0,1.0,1.0,6.0,6,1,2.0,4.0,11,2.0,2.0,5.0,1.0,2.0,1.0
1,3.9339464135338353,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,3.0,2.0,2.0,2,7.0,3.0,2.0,2,4.0,2.0,5,1.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,10.0,3,1,2.0,3.0,7,1.0,2.0,2.0,1.0,4.0,1.0
1,3.956334248746271,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,4.0,1.0,2.0,2.0,4,5.0,3.0,1.0,1,5.0,2.0,5,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,5.0,9.0,4,1,2.0,5.0,1,1.0,2.0,7.0,1.0,1.0,1.0
0,4.0424750849124615,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,2,7.0,3.0,1.0,1,5.0,2.0,3,8.0,1.0,2.0,2.0,5.0,2.0,3.0,1.0,2.0,5.0,2,1,1.0,4.0,11,2.0,2.0,2.0,1.0,4.0,2.0
1,4.118157628472862,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2,1.0,3.0,2.0,1,2.0,1.0,5,1.0,1.0,2.0,5.0,4.0,2.0,3.0,1.0,3.0,5.0,5,3,2.0,5.0,2,1.0,2.0,2.0,1.0,4.0,2.0
0,3.991382402002066,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,7.0,1.0,2.0,1,1.0,3.0,2.0,1,3.0,2.0,6,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,15.0,3,1,2.0,4.0,2,2.0,2.0,2.0,1.0,1.0,2.0
0,4.11603696462657,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,8.0,2.0,2.0,2,1.0,3.0,2.0,1,4.0,2.0,3,1.0,1.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,7.0,2,3,2.0,3.0,11,2.0,2.0,7.0,1.0,1.0,1.0
0,3.817007620911978,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1,2.0,3.0,2.0,1,4.0,2.0,5,2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,7.0,2,1,2.0,3.0,11,2.0,2.0,2.0,1.0,2.0,2.0
0,3.9005529958596785,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,10.0,2.0,2.0,4,1.0,3.0,1.0,1,5.0,2.0,4,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,5.0,3,3,1.0,3.0,2,1.0,2.0,2.0,1.0,4.0,2.0
0,3.7739478926353303,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,4.0,1.0,2.0,2.0,4,2.0,1.0,1.0,1,3.0,2.0,1,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,5.0,4,1,2.0,4.0,1,2.0,2.0,2.0,1.0,4.0,1.0
1,2.100813702332757,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,4,1.0,3.0,2.0,1,3.0,2.0,1,3.0,6.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,6.0,2,1,2.0,4.0,11,2.0,2.0,2.0,1.0,1.0,1.0
1,1.9795907965566901,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,4,4.0,1.0,2.0,2,3.0,2.0,4,1.0,1.0,2.0,3.0,5.0,2.0,4.0,1.0,2.0,10.0,3,1,2.0,3.0,1,1.0,2.0,7.0,2.0,2.0,2.0
0,1.8778541999396803,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,6.0,2.0,2.0,2,1.0,3.0,2.0,2,5.0,2.0,6,3.0,1.0,2.0,3.0,6.0,2.0,4.0,1.0,4.0,10.0,6,3,2.0,3.0,11,2.0,2.0,7.0,1.0,4.0,1.0
0,2.2934018328678745,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,4,1.0,3.0,1.0,1,2.0,2.0,5,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,10.0,2,1,2.0,3.0,9,2.0,2.0,2.0,1.0,4.0,2.0
0,2.031411301621563,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,5.0,1.0,7.0,2.0,2.0,2,5.0,3.0,2.0,2,5.0,1.0,3,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,5.0,14.0,2,6,2.0,4.0,11,1.0,2.0,1.0,2.0,4.0,2.0
